CATEGORY;URL;ANCHORTEXT
WEB-DEVELOPMENT;file:///home/mint/Desktop/Y/7-website-tools.html;3390
WEB-DEVELOPMENT;file:///home/mint/Desktop/Y/qrcode.png;
WEB-DEVELOPMENT;https://anupamapaliwal.com/studio/;BOOTSTRAP site builder
WEB-DEVELOPMENT;https://bramp.github.io/js-sequence-diagrams/;MARKDOWN - UML Sequence Diagrams
WEB-DEVELOPMENT;https://chart.googleapis.com/chart?chs=520x520&cht=qr&chl=https://www.concepro.com;Google Barcode Creator
WEB-DEVELOPMENT;https://design.google.com/icons/;GOOGLE Material Design Icons
WEB-DEVELOPMENT;https://donatstudios.com/CsvToMarkdownTable;CSV_to_Markdown_Table
WEB-DEVELOPMENT;https://fortawesome.github.io/Font-Awesome/cheatsheet/;FONT AWESOME CHEATSHEET
WEB-DEVELOPMENT;https://html-cleaner.com/case-converter/;Online CASE Converter + File Renamer
WEB-DEVELOPMENT;https://jhy.io/tools/convert-word-to-plain-text;Convert to PlainText from MS-Docs/Google-Docs
WEB-DEVELOPMENT;https://materializecss.com/;Materialize-CSS
WEB-DEVELOPMENT;https://stackedit.io/editor;MARKDOWN - StackEdit-or
WEB-DEVELOPMENT;https://trial.sitebeam.net/;SITEBEAM - WEBSITE ASSESSMENT
WEB-DEVELOPMENT;https://www.html-cleaner.com/;HTML Cleaner
WEB-DEVELOPMENT;https://www.muicss.com;MUI-CSS Templates
WEB-DEVELOPMENT;https://www.tablesgenerator.com/markdown_tables;MarkDown_Tables_Generator
WEB-DEVELOPMENT;https://www.textfixer.com/tools/remove-line-breaks.php;Remove-Line-Breaks
